,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,id_flag,host_id_flag,neighbourhood_flag,latitude_flag,longitude_flag,minimum_nights_flag,number_of_reviews_flag,last_review_flag,room_type_flag
129,4257285,The Stained Glass Apt. Edgewater #2,2915265,Felice,,Edgewater,4199638.0,-87.66284,Private room,65.0,2,61,2021-06-27,0.61,2,322,0,R22000091618,0,0,0,1,0,0,0,0,0
130,4278818,Unique and Chic 2,4010906,Bobbie,,Grand Boulevard,41.81954,-87.61594,Entire home/apt,115.0,5,14,2022-10-12,0.15,1,365,3,R22000081167,0,0,0,0,0,0,0,0,0
131,4310601,Charming Coach House in UK Village,12831311,Sukh,,West Town,41.89039,-87.68486,Apartment,157.0,2,124,2022-10-23,1.25,1,47,24,R22000077746,0,0,0,0,0,0,0,0,1
132,4365466,01a. Full bed in Coed Space - 3 mi from NWU,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,20.0,1,105,2022-09-29,1.06,17,180,7,R21000075752,0,2,0,0,0,0,0,0,0
133,4417718,"Cozy, Bright Basement Guest Suite",1096941,Angela,,Irving Park,41.96063,-87.70653,Private room,50.0,30,19,2022-08-08,0.2,1,162,2,R18000036419,0,0,0,0,0,0,0,0,0
134,4457161,"Comfy 3BD/1BA, garage spot included",23128169,Jeanne,,North Center,41.95945,-87.67749,Entire home/apt,199.0,2,81,2022-08-08,0.82,1,196,14,R17000018685,0,0,0,0,0,0,0,0,0
135,4567558,2 Bedrooms are perfect for groups up to 3 guests,2169532,Adam,,Irving Park,41.95378,-87.73876,Private room,119.0,1,131,2022-10-11,1.35,1,90,9,R21000061825,0,0,0,0,0,0,0,0,0
136,4598631,7 Beds 2 floor Apt : NO Parties,1649647,BiancO,,West Town,41.91215,-87.66831,Entire home/apt,233.0,32,306,2022-06-20,3.12,5,121,8,c,0,1,0,0,0,0,0,0,0
137,4632510,Spacious two bedroom with patio!,1563534,Lizzie,,West Town,41.90383,-87.69455,Entire home/apt,90.0,32,160,2022-11-02,1.65,1,168,1,R18000028038,0,0,0,0,0,0,0,0,0
138,4644849,Gorgeous 2 Bedroom Condo Near Lake,24047255,Yana,,Uptown,41.95773,-87.64759,Entire home/apt,279.0,2,52,2022-11-13,0.56,1,252,4,R22000076568,0,0,0,0,0,0,0,0,0
139,4662201,"Great location, large space",24124115,Syed,,West Town,41.900188,-87.661751,Private room,100.0,32,29,2022-10-15,0.3,1,365,18,R21000072502,0,0,0,0,0,0,0,0,0
140,4689162,Entire place Very Nice,24244938,Carl,,Irving Park,41.95898,-87.72945,Apartment,110.0,32,17,2022-11-30,0.23,1,78,6,City registration pending,0,0,0,0,0,0,0,0,1
141,4730797,Home in Vibrant Logan Square,2892101,Justine,,Logan Square,41.92192,-87.7002,Private room,51.0,3,107,2022-11-09,1.13,2,265,24,R22000090201,0,0,0,0,0,0,0,0,0
142,4731523,A Cozy Room for Two in Vibrant Logan Square,2892101,Justine,,Logan Square,41.9212,-87.69993,Private room,51.0,3,67,2022-11-30,0.69,2,342,10,R22000090201,0,0,0,0,0,0,0,0,0
143,4777997,My Artistic Flat,24640929,Dedric,,South Deering,41.72077,-87.57856,Entire home/apt,155.0,3,46,2022-07-11,0.51,1,37,6,R17000014483,0,0,0,0,0,0,0,0,0
144,4786970,Large room in Art Gallery ((:,24676863,WVlliaX,,West Town,41.90978,-87.67719,Private room,159.0,1,61,2022-10-29,0.65,3,365,14,R19000051167,0,1,0,0,0,0,0,0,0
145,4793938,2BD Suite @ The Guesthouse Hotel,24705990,Rick,,Uptown,41.97106,-87.66777,Hotel room,345.0,2,79,2022-09-19,0.83,11,97,8,2328618,0,0,0,0,0,0,0,0,0
146,4803582,Coach house Wicker Park- Bucktown,24267774,Barbara,,West Town,41.90738,-87.67713,Entire home/apt,130.0,2,135,2022-10-23,1.43,1,356,28,R17000013739,0,0,0,0,0,0,0,0,0
147,4840199,3BD Suite with Fireplace @ The Guesthouse Hotel,24705990,Rick,,Uptown,41.97095,-87.66798,Entire home/apt,485.0,4,27,2021-06-13,0.29,11,81,0,2328618,0,0,0,0,0,0,0,0,0
148,4840753,1BD Suite @ The Guesthouse Hotel,24705990,Rick,,Uptown,41.97106,-87.66777,Private room,256.0,3,33,2022-10-03,0.34,11,91,4,2328618,0,0,0,0,0,0,0,0,0
149,4872152,"Simple room, close to trains!",21922655,Angelica,,West Town,4190793.0,-87.6884,Private room,60.0,1,239,2022-10-01,2.5,3,3,29,R21000069383,0,0,0,1,0,0,0,0,0
150,4923963,Charming Brownstone Garden Level,23197213,Doral,,Grand Boulevard,41.809,-87.61659,Entire home/apt,100.0,32,29,2022-08-27,0.34,2,365,2,R17000013470,0,0,0,0,0,0,0,0,0
151,4930338,Beautiful Brownstone Apt.,23197213,Doral,,Grand Boulevard,41.81042,-8761374.0,Apartment,146.0,32,24,2018-07-17,0.26,2,365,0,City registration pending,0,0,0,0,1,0,0,0,1
152,4979274,"Updated Bedroom near Train, Grocery, & Nightlife",25668821,Kam,,Logan Square,41.91832,-87.68851,Private room,43.0,32,228,2022-11-14,2.4,14,100,1,R17000013737,0,2,0,0,0,0,0,0,0
153,5095370,"Cozy Bedroom near Train, Grocery & Nightlife",25668821,Kam,,Logan Square,41.91832,-8768851.0,Private room,36.0,32,87,2020-03-07,0.94,14,45,0,R17000013737,0,2,0,0,1,0,0,0,0
154,5102125,Private BR in Condo close to Chicago Dwtwn!,10613587,SaFrin,,West Town,41.89494,-87.65888,Private room,77.0,1,204,2022-11-27,2.55,4,165,57,R21000073001,0,1,0,0,0,0,0,0,0
155,5102125,Private BR in Condo close to Chicago Dwtwn!,10613587,SaFrin,,West Town,41.89494,-87.65888,Private room,77.0,1,204,2022-11-27,2.55,4,165,57,R21000073001,1,1,0,0,0,0,0,0,0
156,5117490,The Entire Floor of a Comfortable & Modern Duplex,1407749,Vladimir,,West Town,41.89998,-87.69244,Private room,114.0,32,188,2022-04-10,1.97,1,166,3,R17000013876,0,0,0,0,0,0,0,0,0
157,5126218,"Rooftop deck, spacious, comfortable",13228002,Martha,,Logan Square,41.92149,-87.67817,Entire home/apt,150.0,30,5,2021-08-12,0.06,1,192,0,R17000014777,0,0,0,0,0,0,0,0,0
158,5185790,"Unique 6,000 Foot Converted Factory",26819996,Jon,,West Town,41.89257,-87.66986,Entire home/apt,5000.0,32,0,,,1,360,0,City registration pending,0,0,0,0,0,0,0,2,0
159,5195252,Room with large private balcony,26874445,Sebastien,,West Town,41.90368,-87.67943,Private room,56.0,2,177,2022-12-05,1.97,2,5,42,R21000064479,0,0,0,0,0,0,0,0,0
160,5205377,Private room+bath in Wicker Park,26874445,Sebastien,,West Town,41.90436,-87.67953,Private room,93.0,2,250,2022-12-11,2.64,2,207,48,R21000064479,0,0,0,0,0,0,0,0,0
161,5210927,iKlektik House // Robin,8813383,Mindy + Tony,,West Town,41.89329,-87.68574,Entire home/apt,116.0,2,A412,2022-12-14,4.41,3,173,55,R21000073802,0,0,0,0,0,0,1,0,0
162,5210931,Lights! Camera! Action! Cool Space!,26957265,Beth,,West Town,41.88945,-87.68241,Entire home/apt,179.0,30,73,2021-03-10,0.77,3,365,0,R18000034238,0,0,0,0,0,0,0,0,0
163,5231461,Modern/Spacious 2BR/2BA West Town,27074701,Charissa,,West Town,41.90044,-87.69325,Entire home/apt,170.0,3,205,2022-11-26,2.19,1,324,37,R21000072504,0,0,0,0,0,0,0,0,0
164,5283285,The Flower Power Room,22215535,Matt,,Lower West Side,41.85707,-87.67082,Private room,25.0,32,155,2018-06-27,1.62,3,29,0,City registration pending,0,0,0,0,0,0,0,0,0
165,5297152,Fresh and Sunny Bed & Bath by UofC,9499059,Bennett,,Hyde Park,41.79718,-87.59735,Private room,92.0,21,210,2022-09-25,2.23,4,47,16,R17000014580,0,0,0,0,0,0,0,0,0
166,5321981,Inspiring Studio in Art Gallery,24676863,William,,West Town,41.90978,-87.67691,Private room,159.0,32,52,2022-07-31,0.55,3,89,3,City registration pending,0,0,0,0,0,0,0,0,0
167,5359984,"3 BR condo with great views, free WIFI and parking",4698713,Mark Y Toñi,,West Town,41.89523,-87.66601,Entire home/apt,175.0,3,108,2022-11-21,1.15,1,185,20,R20000058242,0,0,0,0,0,0,0,0,0
168,5406217,Modern 1BR/2BA Logan Square Condo,28022926,Bryan,,Logan Square,4192681.0,-87.70853,Entire home/apt,211.0,2,206,2022-12-11,2.21,1,354,43,R22000077339,0,0,0,1,0,0,0,0,0
169,5629872,Historic Logan Square Home w/ 3 Ensuite Bathrooms!,22173890,Maureen,,Logan Square,41.92845,-87.71325,Apartment,500.0,2,38,2020-02-16,0.41,1,0,0,R19000048813,0,0,0,0,0,0,0,0,1
170,5645139,Vintage Uptown Loft with Queen Bed & Private Bath,13195824,Amy,,Uptown,41.96834,-87.65851,Private room,92.0,3,180,2022-12-03,1.95,1,356,28,R20000053619,0,0,0,0,0,0,0,0,0
171,5785758,Medical Student Housing,250400,Dan,,South Lawndale,41.8529,-87.69617,Private room,44.0,3,25,2022-10-30,0.28,8,90,6,R17000022187,0,2,0,0,0,0,0,0,0
172,5804791,Single Bedroom for Med Students  & Professionals,250400,Dan,,South Lawndale,41.85284,-87.69831,Private room,50.0,4,22,2022-12-03,0.25,8,87,4,R18000036296,0,2,0,0,0,0,0,0,0
173,5805991,Medical Student Housing B,250400,Dan,,South Lawndale,41.85418,-87.69619,Private room,47.0,3,21,2022-11-06,0.27,8,90,7,R17000022187,0,2,0,0,0,0,0,0,0
174,5807478,"Large Bedroom in Bright, Sunny Apartment",250400,Dan,,South Lawndale,41.85439,-87.6962,Private room,75.0,4,16,2022-12-14,0.21,8,68,5,R17000022187,0,2,0,0,0,0,0,0,0
175,5807548,Small bedroom in sunny apartment,250400,Dad,,South Lawndale,41.8539,-87.69814,Private room,46.0,4,18,2022-11-13,0.21,8,90,5,R17000022187,0,2,0,0,0,0,0,0,0
176,5836043,"Long Stays, Highly Rated",2209061,Michelle,,West Town,41.90138,-8767335.0,Apartment,225.0,6,89,2022-12-03,0.95,2,112,18,R18000036485,0,0,0,0,1,0,0,0,1
177,5836043,"Long Stays, Highly Rated",2209061,Michelle,,West Town,41.90138,-8767335.0,Apartment,225.0,6,89,2022-12-03,0.95,2,112,18,R18000036485,1,0,0,0,1,0,0,0,1
178,5850897,"McCormick Place, Downtown Chicago, Museums, & more",22588707,Brandon,,Grand Boulevard,41.81214,-87.61231,Private room,153.0,2,30,2022-10-11,0.33,1,353,6,R17000013721,0,0,0,0,0,0,0,0,0
179,5861971,Funky & Cozy Designer Apt/ 4 stops from Downtown,11710780,Robert,,East Garfield Park,41.88675,-87.7066,Entire home/apt,70.0,3,171,2022-12-18,1.87,2,242,34,R21000075462,0,0,0,0,0,0,0,0,0
180,5869607,Lights!Camera!Action!Cool! Take 2,26957265,Beth,,West Town,41.88918,-87.68012,Entire home/apt,214.0,14,31,2019-10-20,0.37,3,1,0,R17000014328,0,0,0,0,0,0,0,0,0
181,5981743,Comfortable room in Art Gallery ((:,24676863,William,,West Town,41.91011,-87.6771,Private room,159.0,1,30,2022-09-18,0.32,3,365,4,R18000032029,0,0,0,0,0,0,0,0,0
182,6014028,Beautiful grand home by Downtown,31218043,Ion,,Douglas,4183618.0,-87.62082,Private room,86.0,2,288,2022-12-16,3.09,1,258,24,R17000072911,0,0,0,1,0,0,0,0,0
183,6014128,Extended Stay Business  2 bedroom 2 Bath Balcony,3965428,REb,,Loop,41.87352,-87.62969,Apartment,200.0,360,3,2015-07-20,0.03,71,365,0,City registration pending,0,2,0,0,0,0,0,0,1
184,6039038,05b. Queen futon in Common Room,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,18.0,1,171,2022-10-31,1.85,17,180,11,R21000075752,0,2,0,0,0,0,0,0,0
185,6045978,Trendy Roscoe Village 3BD/2B w/fireplace~ Cozy HM2,683529,koe,,North Center,4194614.0,-87.68242,Entire home/apt,208.0,1,30,2022-11-27,0.33,22,357,12,R20000057497,0,2,0,1,0,0,0,0,0
186,6051322,1BD Suite @ The Guesthouse Hotel(2),24705990,Rick,,Uptown,41.97183,-87.66786,Private room,256.0,3,6,2022-08-23,0.07,11,94,1,2328618,0,0,0,0,0,0,0,0,0
187,6053269,2BD Suite @The Guesthouse Hotel (2),24705990,Rick,,Uptown,41.97106,-87.66777,Private room,345.0,32,20,2021-08-01,0.22,11,97,0,2328618,0,0,0,0,0,0,0,0,0
188,6065318,"NEW,Roscoe Village,Cubs, Pvt Bath, Pvt Entrance",20374823,Nick,,North Center,41.94851,-87.68291,Private room,67.0,2,425,2022-12-19,4.57,1,193,56,R17000014927,0,0,0,0,0,0,0,0,0
189,6103492,Entire 2 bdrm english garden apt*block 2trains&I94,31669178,Donna,,Portage Park,41.9595,-87.74891,Entire home/apt,74.0,28,12,2022-08-19,0.13,9,312,2,R18000024333,0,2,0,0,0,0,0,0,0
190,6153674,Trendy Roscoe Village 3BD/2BA w/Fireplace Cozy VN1,683529,Joe,,North Center,41.94078,-87.68115,Entire home/apt,196.0,2,35,2022-11-27,0.43,22,365,9,2083762,0,2,0,0,0,0,0,0,0
191,6166734,Granville Guest Suite,2233990,Jenn,,Edgewater,41.99484,-87.66184,Private room,90.0,1,59,2019-10-22,0.67,1,0,0,R18000030289,0,0,0,0,0,0,0,0,0
192,6185638,Private Room One block from blue line,12365760,Greg,,Avondale,41.94208,-87.71685,Private room,85.0,32,153,2019-10-20,1.66,1,0,0,R17000015084,0,0,0,0,0,0,0,0,0
193,6229085,Upscale Condo in the Heart of West Town,4070322,Erik,,West Town,41.89364,-87.66483,Entire home/apt,298.0,2,75,2020-03-16,0.92,1,0,0,R19000042316,0,0,0,0,0,0,0,0,0
194,6232258,"Cozy Humbolt Park Apt, Minutes to Downtown Chicago",32336500,Daniel,,Humboldt Park,41.90955,-87.70928,Apartment,58.0,3,294,2022-12-17,3.18,2,356,47,R18000035557,0,0,0,0,0,0,0,0,1
195,6232258,"Cozy Humbolt Park Apt, Minutes to Downtown Chicago",32336500,Daniel,,Humboldt Park,41.90955,-87.70928,Apartment,58.0,3,294,2022-12-17,3.18,2,356,47,R18000035557,1,0,0,0,0,0,0,0,1
196,6277018,Lovely + Spacious Boulevard Room,16831551,Jocelyn,,Logan Square,41.91637,-87.7005,Private room,129.0,2,18,2019-03-17,0.2,1,0,0,R17000013572,0,0,0,0,0,0,0,0,0
197,6365974,Cute cozy cottage 20 min 2 downtown,31669178,Doang,,Hegewisch,41.65064,-87.54074,Entire home/apt,99.0,6,41,2022-04-30,0.45,9,168,3,R18000024333,0,2,0,0,0,0,0,0,0
198,6374350,Spacious garden level suite,6700231,Petra,,North Center,41.94782,-87.68428,Private room,81.0,2,154,2022-12-18,1.7,1,225,29,R17000015257,0,0,0,0,0,0,0,0,0
199,6374890,Bright 1bd in Ukrainian / Humboldt,33221491,Mary,,West Town,41.8984,-87.69673,Entire home/apt,90.0,32,61,2022-11-26,0.67,1,236,6,R21000073024,0,0,0,0,0,0,0,0,0
200,6374890,Bright 1bd in Ukrainian / Humboldt,33221491,Mary,,West Town,41.8984,-87.69673,Entire home/apt,90.0,32,61,2022-11-26,0.67,1,236,6,R21000073024,1,0,0,0,0,0,0,0,0
201,6378085,"Irving Park comfort,  White Tiger!",33245101,RYsa,,Irving Park,41.95133,-8770485.0,Entire home/apt,126.0,2,70,2022-11-21,1.83,2,90,24,R19000051596,0,1,0,0,1,0,0,0,0
202,6396451,University Village Condo,33352393,Andrew,,Lower West Side,41.85987,-87.64794,Entire home/apt,150.0,32,25,2017-08-20,0.27,1,0,0,City registration pending,0,0,0,0,0,0,0,0,0
203,6419072,Unique and Cozy updated home,7430573,Melissa,,Irving Park,41.95576,-87.72881,Entire home/apt,69.0,32,8,2017-10-14,0.11,1,0,0,City registration pending,0,0,0,0,0,0,0,0,0
204,6423299,Trendy Living in Chicago's Coolest Airbnb Art Gallery Condo,5228189,Matthew,,West Town,41.89681,-87.65513,Apartment,198.0,1,301,2022-11-27,3.27,21,352,33,2385047,0,0,0,0,0,0,0,0,1
205,6424931,block2Metra& BlueLine*20 min 2 loop,31669178,Donna,,Portage Park,41.95986,-87.74832,Entire home/apt,99.0,21,14,2022-11-10,0.15,9,364,1,R18000024333,0,2,0,0,0,0,0,0,0
206,6460914,Cozy cottage in Chicago - dog friendly.,8759336,Patrice,,West Ridge,42.00663,-87.68544,Entire home/apt,82.0,5,28,2019-12-29,0.31,1,0,0,R17000014391,0,0,0,0,0,0,0,0,0
207,6472628,Pilsen Custom Home,33813743,Zandra,,Lower West Side,41.84968,-87.67627,Private room,40.0,3,51,2022-11-12,0.55,2,353,11,R21000073252,0,0,0,0,0,0,0,0,0
208,6480445,Tree top 2nd floor 3 bedrm Apt,28172807,Sadie Rose And Patrick,,Avondale,41.93521,-87.71096,Entire home/apt,158.0,2,223,2022-11-21,2.79,1,329,53,R19000040422,0,0,0,0,0,0,0,0,0
209,6488146,Furnished housing KING BED+ POOL/HOT-TUB+SAUNA+GYM,3965428,Rob,,Loop,41.88745,-87.61732,Entire home/apt,140.0,32,13,2022-09-30,0.15,71,365,1,City registration pending,0,2,0,0,0,0,0,0,0
210,6504170,West Town Traveler's Lodge,4591141,Moudi,,West Town,41.90064,-87.67056,Entire home/apt,102.0,4,560,2022-12-11,6.08,2,22,27,R21000072599,0,0,0,0,0,0,0,0,0
211,6515813,Bungalow Suite,2308296,Monica,,Irving Park,41.95999,-87.71131,Private room,89.0,32,84,2022-11-26,0.96,1,278,17,R21000071512,0,0,0,0,0,0,0,0,0
212,6528643,2bd/2b close to EL-shopping-dining-cafes,683529,Joe,,North Center,41.94342,-87.68121,Entire home/apt,178.0,2,58,2022-11-27,0.7,22,361,14,2209273,0,2,0,0,0,0,0,0,0
213,6528967,Roscoe 3BD/2BA walk to shops/cafes (vn2),683529,Joe,,North Center,41.94078,-87.68115,Entire home/apt,194.0,2,42,2022-11-24,0.53,22,363,10,2209271,0,2,0,0,0,0,0,0,0
214,6552046,Home away from Home.,33813743,ZanvXa,,Lower West Side,41.84807,-87.67648,Private room,,,26,2022-10-10,0.28,2,363,4,R21000073252,1,1,0,0,0,2,0,0,0
215,6552046,Home away from Home.,33813743,ZanvXa,,Lower West Side,41.84807,-87.67648,Private room,39.0,3,26,2022-10-10,0.28,2,363,4,R21000073252,0,1,0,0,0,0,0,0,0
216,6553226,Tea Studio in Wicker Park Spring Factory,2392656,Brett,,West Town,41.90223,-87.67265,Entire home/apt,293.0,3,171,2022-10-29,1.89,2,84,42,R17000015625,0,0,0,0,0,0,0,0,0
217,6577697,Classic Meets Contemporary Logan SQ,30286559,Marco,,Logan Square,41.93129,-87.70828,Entire home/apt,175.0,7,4,2020-10-11,0.04,1,0,0,R17000015358,0,0,0,0,0,0,0,0,0
218,6588681,Logan Square Studio,5212119,Mark,,Logan Square,41.93013,-87.70236,Entire home/apt,76.0,2,423,2022-12-17,4.6,1,319,60,R21000073239,0,0,0,0,0,0,0,0,0
219,6686012,2BR Bursting w/ Character in Hip Logan Square!,25505766,Danielle,,Logan Square,41.92455,-87.70258,Apartment,181.0,2,391,2022-12-14,4.31,2,311,68,R21000064645,0,0,0,0,0,0,0,0,1
220,6713251,Trendy Roscoe Village 2BD/2BA w/Fireplace Cozy,683529,Joe,,North Center,4194099.0,-87.68047,Entire home/apt,198.0,2,30,2022-10-11,0.36,22,357,4,2209269,0,2,0,1,0,0,0,0,0
221,6716477,"3BD/2BA Perfect 4 Families,walk to shops/cafes",683529,Joe,,North Center,41.94072,-87.68115,Entire home/apt,188.0,2,51,2022-11-27,0.57,22,365,13,2209264,0,2,0,0,0,0,0,0,0
222,6716705,3BD/2BA (vs2) Perfect 4 Families/walk to shops,683529,Joe,,North Center,41.94072,-87.68115,Entire home/apt,205.0,2,50,2022-11-30,0.57,22,365,10,2209265,0,2,0,0,0,0,0,0,0
223,6729727,Classic Chicago Greystone Apt. ( Support a Cause),35241159,Oliver,,Uptown,41.97002,-87.65677,Private room,65.0,32,147,2020-03-14,1.61,2,361,0,City registration pending,0,0,0,0,0,0,0,0,0
224,6732036,Spacious unique artist's home in Pilsen,34217631,Kenneth,,Lower West Side,41.85568,-87.64582,Entire home/apt,205.0,2,123,2022-11-26,1.35,1,168,20,R17000013921,0,0,0,0,0,0,0,0,0
225,6750168,Hip Homebase 420 ok - 2br apt NO parties,1649647,Bianca,,West Town,41.91345,-87.6677,Entire home/apt,189.0,32,236,2022-09-04,2.61,5,180,4,City registration pending,0,0,0,0,0,0,0,0,0
226,6757098,Charming Neighborhood 2br Apt!,1649647,Bianca,,West Town,41.89351,-87.67486,Entire home/apt,175.0,32,230,2022-09-01,2.53,5,180,1,City registration pending,0,0,0,0,0,0,0,0,0
227,6764230,Comfortable Air mattress in Living room,35411575,David,,Washington Park,41.78632,-87.62237,Private room,40.0,1,30,2019-10-21,0.33,2,0,0,R17000014168,0,0,0,0,0,0,0,0,0
228,6764833,Private Room for Frugal traveller,35411575,David,,Washington Park,41.7857,-87.62109,Private room,63.0,1,58,2019-10-14,0.63,2,0,0,R17000014169,0,0,0,0,0,0,0,0,0
229,6780171,Roscoe Village 2BD/1BA Fireplace E1,683529,Joe,,North Center,41.9435,-87.67674,Entire home/apt,158.0,2,48,2022-11-28,0.57,22,365,14,2083773,0,2,0,0,0,0,0,0,0
230,6782452,Entire floor urban retreat private guest suite,35506107,Eileen,,Edgewater,41.97805,-87.66153,Private room,68.0,2,330,2022-12-18,5.35,1,146,61,R18000036390,0,0,0,0,0,0,0,0,0
231,6790448,Bunk bed room in Logan Square!,34317953,Carrie,,Logan Square,41.92897,-87.72047,Private room,52.0,2,18,2022-05-30,0.2,1,0,2,R17000014615,0,0,0,0,0,0,0,0,0
232,6790448,Bunk bed room in Logan Square!,34317953,Carrie,,Logan Square,41.92897,-87.72047,Private room,52.0,2,18,2022-05-30,0.2,1,0,2,R17000014615,1,0,0,0,0,0,0,0,0
233,6793653,4BD/2BA Suite w/Fireplace (re2) Perfect 4 Families,683529,Joe,,North Center,41.9435,-87.67674,Entire home/apt,232.0,2,40,2022-12-04,0.46,22,351,9,2083774,0,2,0,0,0,0,0,0,0
234,6821346,Center of the Universe,32717482,Jason,,West Town,41.90963,-87.67643,Entire home/apt,200.0,2,0,,,1,0,0,R17000015024,0,0,0,0,0,0,0,2,0
235,6853688,2BD/1BA Suite w/Fireplace (hp1) FREE PARKING!!,683529,Joe,,North Center,41.93723,-876828.0,Entire home/apt,143.0,2,42,2022-11-29,0.52,22,365,13,2209274,0,2,0,0,1,0,0,0,0
236,6853914,4 BD/2 BA Apartment (hp2),683529,Joe,,North Center,41.93723,-87.6828,Apartment,212.0,2,46,2022-10-14,0.54,22,365,9,2209275,0,2,0,0,0,0,0,0,1
237,6855475,🦋☘️420 Friendly The BlueButterfly Suite FreeParking,35342456,Roberto,,Portage Park,41.9399,-87.75563,Private room,82.0,2,63,2022-10-09,0.7,18,365,13,R21000074241,0,2,0,0,0,0,0,0,0
238,6897078,Stylish First Flr. Studio. Best Location Division+Hermitage.,36140345,Melissa,,West Town,41.901756,-87.671387,Apartment,182.0,3,203,2022-11-29,2.28,2,219,31,R17000015715,0,0,0,0,0,0,0,0,1
239,6957805,"Teal Room - King Bed, near CTA, 20min to Downtown",22608682,Ryan,,East Garfield Park,4188302.0,-87.7096,Private room,45.0,1,488,2022-11-27,5.72,11,351,39,R22000094288,0,0,0,1,0,0,0,0,0
240,6967492,Logan Square -Green Room,36300208,Maria,,Avondale,41.93306,-87.72851,Private room,35.0,30,10,2019-12-16,0.11,4,333,0,R17000014489,0,0,0,0,0,0,0,0,0
241,6975132,Mayfair 2BR near Blue Line (Monthly availability),36549783,Jeffrey,,Irving Park,41.962921,-87.735283,Entire home/apt,91.0,2,100,2022-11-25,1.12,12,174,41,R19000039377,0,0,0,0,0,0,0,0,0
242,6990105,Great location. Free parking.,33605887,Ewa,,West Town,41.90214,-87.66536,Entire home/apt,94.0,1,607,2022-12-17,9.18,2,74,77,R21000075227,0,0,0,0,0,0,0,0,0
243,6994290,Loft like space in Logan Square,15013308,Christina,,Logan Square,41.91762,-87.69539,Entire home/apt,186.0,32,77,2019-12-20,0.88,1,365,0,City registration pending,0,0,0,0,0,0,0,0,0
244,7025225,Trendy Space Close to WickerPark@Ukrainian Village,29716517,Ronaldo And Carla,,West Town,41.89859,-87.69006,Private room,69.0,1,250,2022-11-12,2.86,2,50,27,R19000045800,0,0,0,0,0,0,0,0,0
245,7044056,Quiet 2 bedroom/1 bath & Garage in my shared home,36865855,Javier,,West Town,41.89491,-87.66811,Private room,110.0,3,28,2019-09-15,0.31,1,7,0,R18000036455,0,0,0,0,0,0,0,0,0
246,7092080,1 BD Luxury Boutique Apartment,24705990,Rick,,Uptown,41.97195,-87.66733,Hotel room,256.0,3,43,2021-12-27,0.48,11,90,1,2328618,0,0,0,0,0,0,0,0,0
247,7097488,Sweet Home Chicago 4 Bedroom/2 Bath,34959956,Trevor,,West Town,41.8932,-87.65892,Entire home/apt,194.0,1,191,2022-11-26,2.1,1,333,28,R21000060526,0,0,0,0,0,0,0,0,0
248,7116810,Accessibility to Airport&Downtown!,192514716,Juan,,West Elsdon,41.78962,-87.71776,Entire home/apt,94.0,5,39,2022-09-05,0.43,1,178,5,R17000020451,0,0,0,0,0,0,0,0,0
249,7176158,"Modern Logan Square Apartment, steps from train!",28183266,Allyson,,Logan Square,41.92377,-87.69733,Entire home/apt,106.0,1,235,2022-12-14,3.02,1,343,60,R18000022772,0,0,0,0,0,0,0,0,0
250,7239181,"Quiet, artsy, vintage, queer-friendly, Humboldt Pk",36541232,G,,West Town,4190392.0,-87.68863,Private room,43.0,32,81,2022-08-01,1.55,1,48,4,R19000045040,0,0,0,1,0,0,0,0,0
251,7241887,Garden Unit Studio Mins Frm McCormick Place&D'Town,2698691,LeeO'[Nardo],,Grand Boulevard,4182325.0,-87.61524,Entire home/apt,87.0,2,96,2022-12-01,1.06,3,270,32,R17000013916,0,0,0,1,0,0,0,0,0
